Stars,Month,Year,Sentiment_label,Review_text
1.0,October,2022,positive,Now Purchases Very Hard Brush and not also velue for money
2.0,July,2020,positive,Bristle is very soft . This brush bristle git spread 4 days. Low quality.
1.0,October,2021,negative,These brushes instead of brushing your teeth are injuring your teeth. I had to throw away the packet of 5 brushes after using one brush. Don't use or order as it is a non returnable product.  Avoidable.
1.0,January,2023,positive,Very hard bristle
1.0,May,2022,negative,Toothbrush bristles are too hard on the teeth. I don't recommend to buy this prd as per my experience.
1.0,March,2021,negative,Bristle are so rough i could not able to use after 2 days.. previously used soft one .  They have added  40rs as shipping so got it n mrp rate.. not worthy deal..not worthy product
1.0,November,2022,negative,Not good very hard brush
1.0,June,2022,negative,The package arrived ripped open which is not acceptable for oral hygiene products!
1.0,April,2022,negative,The title says soft but also says medium which is a white lie. It's clearly a medium toothbrush
1.0,December,2022,positive,Ok
1.0,April,2022,negative,It’s very hard. Don’t buy it . If you want to hard your gums then buy it.
1.0,July,2022,positive,
1.0,April,2022,negative,"Very hard bristles, damaging to gumsMentioned as soft in the description, misleading"
3.0,May,2018,positive,first time i got perfect delivery 😁😃
3.0,April,2018,negative,quality not so good as expected thought
2.0,July,2020,neutral,Not discount 99
1.0,August,2022,negative,Very hard brussels..
1.0,September,2022,positive,Hard brush
1.0,April,2022,negative,Very hard.... quality third class will rate 1 out of 5.
1.0,January,2022,negative,The bristles are coming out from the brush while brushing. Didn't find the brush suitable.
1.0,July,2022,negative,Very hard worst don't buy
3.0,December,2018,positive,Good buy
1.0,February,2022,negative,Quite hard even after using for a week.Incorrect description soft written
1.0,April,2022,negative,Product is not good for teeth so don't buy
3.0,January,2019,positive,nice
1.0,April,2022,negative,Bristles are hard and product cannot be returned.
1.0,May,2022,neutral,"In case cashback, you get nothing"
1.0,May,2022,positive,These are hard and uncomfortable
1.0,May,2022,neutral,"Accidentally buy, don't repeat."
3.0,March,2018,positive,it's good product..
3.0,April,2018,positive,Loving it...
3.0,October,2018,positive,Good
1.0,April,2021,negative,Mrp is 120 and product sold at 144. Nice rip off. 64 +80 delivery+gst. Did not know this to be legal
1.0,May,2022,neutral,Soft nhi h
1.0,February,2022,negative,Dislike its very hard to brush not smoothly
1.0,May,2022,positive,Very hard bristle
2.0,January,2019,positive,Very Hard for the teeth.. not comfortable brushing.
1.0,April,2022,negative,It’s too hard to use
2.0,August,2019,negative,Not worthy
