Stars,Month,Year,Sentiment_label,Review_text
1.0,July,2022,negative,Never Buy this as it is costlier than MRP and actual MRP is concealed with permanent marker.Also It didn’t bears Soft Bristles.No one listen to your problem as the product is non- returnable. Purchase at your own Risk ..
1.0,April,2023,positive,
3.0,January,2018,negative,I am fan of Oral-B... this one not to the quality of Oral-B..quality wise it is equal to colgate in my opinion..
1.0,January,2023,negative,Don’t sale such a defective product
3.0,November,2017,positive,"Brush is really nice and soft,  however the rubber grip develops black mold within a few days which is hard to get rid of."
2.0,June,2021,neutral,I'm not a fan
3.0,May,2017,negative,Bristles are dense but some are scattered which is not expected. It feels bad while brushing. May be manufactured defective.
3.0,August,2019,positive,Hdducux
3.0,July,2016,positive,"Far better than oral B and other brands. Its very smooth in mouth from 1st use. THough bought at MRP, still worthy.Stop using free supplied toothbrushes."
3.0,August,2017,positive,The price is little bit high but that's not much. The brushes are all good.
3.0,May,2019,positive,Good
3.0,December,2017,negative,Very soft bristles. Would prefer something a little firmer to remove the plaque.
1.0,June,2021,negative,"The bristles are harder on gums..it will take away the enamel. I spwnt additional shipment cost for this ,more than the brush cost.. total waste."
3.0,May,2017,negative,Bristles were not soft as they were compared to other toothbrushes. They are bit harder.
3.0,October,2018,positive,Can go with it.
3.0,July,2018,neutral,too soft
1.0,October,2022,positive,Just Ok
3.0,October,2018,positive,Nice product
3.0,October,2018,positive,Nice
3.0,December,2016,positive,worth for this price. little hard in feel. over all acceptable.
3.0,May,2017,neutral,It's not as soft as the Colgate one
2.0,October,2018,neutral,Brush is soft but not long lasting...max one or 2 month can be used
3.0,April,2018,positive,Good.
1.0,May,2021,negative,"No softness, brush is very hard like very poor quality brush..don't buy"
3.0,February,2018,positive,ok
3.0,January,2017,negative,tip of the brush is small!
3.0,April,2018,positive,ok
2.0,June,2017,neutral,"The bristles are not very soft, and the body is also very substandard quality. Its a cheap product in a nutshell so don't expect it to be great."
3.0,August,2017,positive,good product
2.0,December,2016,neutral,"Recived today (on 31 Dec 2016 ), Not totally satisfied with the product, its 1 year old manufactured(on Dec 2015). And I didn't find anything special and different in this toothbrush."
3.0,July,2017,positive,okay product
3.0,April,2015,neutral,but out side for this sensodyne paste brush will free but you didn't give it
2.0,May,2019,positive,Ok. Not as expected
3.0,May,2017,neutral,not lasting
1.0,July,2021,negative,Product found in bad shape
3.0,January,2017,positive,soft toothbrush from Sensodyne
3.0,October,2016,positive,ok
1.0,June,2020,negative,I ordered a set of three toothbrushes which but I got only one.  Why??
1.0,August,2021,positive,Poor quality
1.0,January,2021,negative,Not bad!! Not much comfortable
3.0,November,2016,positive,nice product
3.0,January,2017,positive,Okkk
3.0,October,2016,positive,Oh product...
1.0,April,2021,negative,Poor
3.0,October,2016,positive,Good
3.0,October,2016,positive,good
3.0,October,2016,positive,
3.0,June,2016,positive,its okey
2.0,April,2018,negative,i have returned
2.0,January,2017,negative,Sensodyne brushes used to be great but now there quality is getting degraded with popularity.
2.0,September,2017,negative,Not good product in this price
3.0,June,2015,positive,good
2.0,May,2017,negative,So Baddd.  This is 3-12 years baby product
1.0,December,2018,neutral,Not for sensitive teeth. It's just soft. We need suave or ultra soft for sensitive teeth. Can't even return
3.0,February,2015,positive,nice paste
3.0,February,2015,positive,its ok
1.0,February,2016,negative,The product MRP Rs 50. But here it is Rs 100. Why?This is one type of Cheating. I recommends to my friends not to buy this product with this excess price. One can shop it at Rs 50 at his nearest shop.
2.0,September,2016,negative,its not good product 15 days and brush remove dont west money
2.0,October,2016,negative,Its Top Brand but not great than oral b PRO
2.0,January,2017,positive,"I got same delivery, products are ok"
1.0,October,2017,neutral,Revised MRP is RS.90/- and you have sold as MRP Rs.100/- and RS.90/- after discount.Actually there is no discount.You have sold at MRP only
1.0,July,2018,positive,Old Product. Selling 1 brush for 45 where I could see 3 brush for 90 rupees in the market.
1.0,May,2017,negative,"I disliked it fir it's size as it is just a bit bigger than a baby brush, moreover, it is not the least sensitive, lie Sensodyne's toothpaste."
2.0,November,2016,positive,OKK
1.0,June,2019,negative,I received damaged products
1.0,July,2019,positive,Bad
1.0,October,2018,negative,"Bought for my mother, was not very helpful as expected."
1.0,March,2017,neutral,It is not soft like market product. Don't  order if you want soft toothbrush. It is hard.
1.0,June,2016,positive,It was mentioned as 100 rupees worth toothbrush. I paid for delivery as well. But it shows Rs.50 as price.
1.0,May,2018,positive,duplicates
