Stars,Month,Year,Sentiment_label,Review_text
1.0,October,2023,negative,मैंने प्रोडक्ट को वापस करना चाहा तो अमेजॉन वाले बोल रहे हैं प्रोडक्ट वापस नहीं होगा पैसा भी वापस नहीं मिलेगा
1.0,September,2023,negative,When used for the first time the brush (bristles) started coming out one by one.IT GOT STUCK IN BETWEEN THE TEETH.It not even worth for 1RS.Shame on golgate.
1.0,August,2023,positive,"While the brush was good for the first few days, the roots of the bristles turned yellow and start to smell of plastic that is of terrible quality"
2.0,April,2023,negative,The bursh brisles are getting out. It's not upto the expectations.
3.0,August,2022,negative,Since it's size is small so softness seems harder.
3.0,July,2022,negative,The feathers are coming off. Not fixed to the plastic handle properly.
3.0,May,2022,positive,
2.0,December,2022,negative,"I like this product , and i used this from many years , this is the first time happened like this , please maintain some products build quality, do something for this damaged product"
3.0,June,2022,positive,Very soft and confy to use for ppl with braces but not very long lasting
1.0,November,2023,positive,
1.0,October,2023,negative,It does not provide a good brushing experience.
1.0,August,2023,positive,You can easily get good toothbrush in 60rs from local shop... Company has mentioned that this toothbrush have soft bristles which is completely false.
1.0,September,2023,negative,Everything is wrong with this brush. The head size and cleaning process every single thing is wrong. Buy at your own risk.
2.0,January,2023,negative,Too much expensive not worthNever buy online this product from any app.West of money.
3.0,May,2022,positive,Handle is too long for the kids.
1.0,June,2023,negative,"Well, to begin with, this toothbrush has a ball like head with tightly packed bristles in a small space with a flower design that can clean everything except your teeth, or gums for that matter.Colgate has to get serious inputs from consumers before making such products."
2.0,February,2023,positive,Its big...can be good for 5 plus age kids .
3.0,August,2022,positive,Nice
2.0,September,2022,negative,"It is infact very soft. However whats the use of a product if the bristles start to fall off in first use, that too in my mouth while brushing. 4-5 others started falling flat. Who expects this quality from colgate"
1.0,September,2023,negative,It’s is very hard
1.0,July,2021,negative,1. The product description says it has small head so that it becomes easy to reach the teeth at the back. So I switched from sensodyne to this. But this did not solve the purpose. Plus the bristles!2. The bristles are so densely packed that it becomes difficult to move the head around the teeth.3. And the middle pink part as you can see in the picture has thicker bristles than the white border ones. Design is just so wierd. My sensodyne is far better than this and much softer.CONCLUSION- I'm gonna use this brush to clean something else than my teeth. Use sensodyne it's nuch better. I'll probably have to change my technique so as to clean the back teeth well too.Please brush your teeth twice.YouTube- there's a channel called supa dental. He talks about how to correctly brush your teeth. I watched that video and it really does help.
1.0,October,2022,negative,"This tooth brush is a health hazard! It's bristles come off each time I use it and it's a risk that the plastic bristles would be swallowed! Amazon should remove this item listing urgently as swallowing plastic is a serious health hazard!Also, the base of the bristles become dirty and you can't clean the brush well because the bristles are so fragile that they come off.This is a total disastrous product, stay away from it if you don't love to swallow plastic!"
3.0,February,2021,positive,I have extra sensitive teeth. The head of the brush is ok but the bristles are not soft enough to not be abrasiveI am afraid this will damage my teeth more
2.0,November,2022,negative,"It is the same as other 20-30₹ toothbrush, only it costs more.In my opinion it’s waste of money !!!"
1.0,July,2023,negative,There are toothbrushes way better than this also it says it's soft but it's not
1.0,July,2023,neutral,The bristles part is very very small. As a result it doesn't cover much of the mouth cavity and one will have to toil hard while brushing. Very expensive.
3.0,November,2021,positive,extra soft but very small head. probably good for kids
1.0,August,2023,positive,Online payment krne ke baad bhi COD liya gya
3.0,August,2021,negative,Not as good as i assume . After a week it get more hard
3.0,April,2021,positive,Softness 4.5⭐Thinkness 3.8⭐Value for Money 3⭐Good to use and no harshness while using in gums.
2.0,October,2021,neutral,"Main function of a brush is to clean. No matter how much foam it produces, if it can't reach all the places, it becomes pointless. Which is exactly what happens in the case of this brush. Please look for some other kind and don't waste your money on this."
2.0,December,2022,negative,Not good
1.0,August,2023,negative,Durability is very poor
1.0,December,2022,neutral,The toothbrush is neither ultra soft nor very gentle to the gums. The bristles may be soft individually but are too densely attached to the brushhead for comfort. The item is imported from China and is expensive compared to other similar toothbrushes.Overall we don't feel comfortable using these brushes.
1.0,July,2023,positive,Seller give me. Damage box but  product is ok don't do again
3.0,August,2021,negative,After brushing of 1 month bristel gets harder.
2.0,October,2022,positive,
1.0,May,2023,neutral,"The brush is not soft at all and the shape will make you uncomfortable to brush, very costly"
2.0,September,2021,negative,"I thought that the brushes would be tiny size . But it is as big as the adult toothbrush . So , my child can't hold it properly . And not so soft as I desired .I am very disappointed with the product"
3.0,June,2021,positive,I would rate it as average product.
1.0,July,2023,neutral,There is no packaging for the product.
3.0,May,2021,neutral,I don't find anything different or good to mention.
1.0,June,2023,negative,Don't buy it. Will irritate you everyday because of its small size
1.0,February,2022,negative,"Bristles are really soft but they're arranged in a way that, when u brush, they don't separate and clear the dirt against teeth or in-between, not cleaning much AT ALL.I had to brush again with old toothbrush. Need to buy a new different brush.Waste of money.To describe it exactly, it's like brushing teeth with soft rubber sponge, it rubs against teeth well, really soft, just won't clean a thing."
2.0,June,2022,positive,Not soft at all My Bamboo brush which is eco-friendly is better than this one.
2.0,September,2022,positive,"Bristles coming out from first use, otherwise ok.."
2.0,April,2022,negative,The product is too much costly for its quality.. I will never buy it again.
2.0,September,2022,negative,it's too expensive.
2.0,February,2022,neutral,No difference in quality than 25 rupees brush only difference is design. Honestly 1 brush shouldn't cost more than 50 inr.
1.0,May,2023,negative,Not worth buying this product.It is expensive as well as its bristles are not soft.
3.0,March,2021,neutral,Not value for money..doesnt fulfill the required job.
3.0,May,2021,negative,Not so great
3.0,January,2021,positive,I am satisfied with the product quality but it is overpriced
3.0,May,2021,positive,👍👍
2.0,March,2022,negative,"The toothbrush head is too small to do clean your teeth properly, disappointing quality"
1.0,March,2023,neutral,Most waste brushes available in the market.not at all soft & comfortable. don't waste ur money
3.0,January,2021,positive,Nice quality but not soft as expected
1.0,June,2023,positive,
1.0,March,2023,positive,"Bilkul bhi soft nhi hai, is se better to 20 Rs wala hai"
2.0,November,2021,neutral,"Bezels are very Hard, normal 20 Rs Colgate Brush is far better than this.I don't recommend this"
1.0,April,2021,negative,"Had bought it seeing the reviews and the innovative concept, but this is not worth the money. The head is too little and the neck connecting the head is very weak- so when pressure is given on the back molars, the neck just bends so much that it seems like it'll break any time. Thinking what will I do with the other one- thinking of use it for my 5 yr old son.Not buying again."
