Stars,Month,Year,Sentiment_label,Review_text
3.0,May,2023,positive,Good quality for this price
2.0,September,2023,neutral,"Won't suggest, very very smooth and loose brussels."
3.0,May,2023,positive,Good product 👍
3.0,April,2023,negative,Overall not a good item.
3.0,March,2023,negative,Very expensive as compared to the ultrasoft toothbrush.. Not really worth it..
3.0,March,2023,positive,Too wide for brushing
2.0,August,2023,positive,Average product
3.0,May,2022,positive,"tooth brush is very soft and suitable for usinf it on gums and one of the most soft i have ever used.but if you use it regularly without using other toothbrush (medium) along with this, you will see deposits on your teeth."
1.0,October,2023,negative,"Opposite of marketing.Try to brush your front teeth unless you’re doing something really crazy it’s gonna touch your gums and it hurts on the gums.Regardless of that the size is still quite uncomfortable, so brushing the wisdom teeth and the shape does not fit comfortably."
3.0,December,2021,positive,Product bristles are not that soft like how seller's or colgate it self are portraying. Bristles are not too hard nor too soft.. just ok like sensodin toothbrush. They're talking high money just because of the classy and royal look of the product.
3.0,October,2022,neutral,It is not ultra soft . It's same  like other toothbrush .....
2.0,March,2023,negative,"Structure of bristles is plain which does not clean the plaque easily from inner side of teeth, have to usea lot of pressure which defeated the purpose of soft bristles."
3.0,February,2022,positive,Brush is soft and feeling nice to use. But everytime is coming with only 3 color in the box. 1 color is always repeats it’s a frustrating issue for a family of 4.
3.0,August,2021,negative,"I expected soft. But it is somewhere between soft and medium. The width is wide, so your u get good contact with the entire tooth and a bit of fun area as well.It is not very soft. It feels little dense. Not too happy.The handle is good. The rear tounge cleaner is not there."
3.0,August,2022,negative,Because I'm not get all colours orange is missing and double green colour. 😤 I'm not satisfied in this 😤
3.0,November,2022,negative,blister not a good
3.0,December,2022,positive,good
3.0,November,2022,positive,Old product
3.0,October,2022,neutral,Not too much soft
3.0,October,2022,positive,Ok but costly
3.0,May,2021,negative,This feels like a tooth brush for kids. I am used to have more bristles so more of your teeth get brushed with every stroke. I need to spend more time than normal and I do not like it.
3.0,May,2022,negative,Definitely overpriced and not that good. Try go for cheaper options
3.0,August,2022,negative,Colours are not attractive for kids
3.0,June,2022,positive,"Average softness. If you are looking  Soft Bristles, you can find better options."
3.0,October,2021,negative,This toothbrush is rather too flexible. Should be little firm. Also bristles are uneven and they prick the gums sometimes. Would not do repeat buy.
2.0,February,2023,positive,Tooth brush head is wider than usual
1.0,April,2023,positive,"The bristle not changed, but the handle is changed, I liked this brush because of it’s soft bristles and grippy handle, but handle is not same anymore. It’s back side now comes in plastic instead of grip. please redesign it back, @colgate if you are reading this. This was my favourite type of brush… but not anymore."
1.0,August,2023,negative,"Very poor quality brush. Although it claims to be soft, it isn't. Gums are bleeding after brushing with this brush."
3.0,May,2022,negative,This is made in China.
1.0,September,2023,positive,Design Fault- Damaging Gums while use
3.0,March,2022,negative,Size is big and difficult for kids. Wrong promotion happening.
3.0,August,2021,negative,The issue is that I can't find a cover for the toothbrush head. And that is annoying. The brush is fine.
3.0,March,2022,positive,যিমান ভাবিছিলোঁ সিমান ভাল নহয়
1.0,August,2023,neutral,Not for orginal product
2.0,September,2022,negative,bristles are not that soft and its really difficult to brush because it has a terrible grip. It keeps slipping while brushing.
3.0,September,2021,neutral,Not so soft and brush width is too wide contract to length
3.0,October,2021,neutral,It's soft but not ultra soft as advertised
3.0,August,2021,neutral,One colour was repeated...did not get 4 different coloured brushes
1.0,July,2023,positive,Too big head and zero percent effective.
1.0,April,2023,negative,"This is not soft, nor is it good for the teeth or the gingiva. Truly horrible. Very hard bristles. It's sad that this product has such good reviews inspite of being so bad. Please DO NOT buy this."
3.0,November,2021,positive,
1.0,April,2023,neutral,This brush is no soft as it claims. Like other ordinary ₹20-₹30 brushes available in the market. If anyone is looking for a soft brush don't go for it.
3.0,August,2021,neutral,Not As Soft as i Hope
3.0,November,2021,negative,Dislike
1.0,June,2023,negative,"The product is very bad, do not buy. The bristles are not strong. Do not cleans the teeth properly."
3.0,June,2021,positive,Value for money but same colors brush received
2.0,July,2022,negative,Bought this over sensitive brush from colgate but this is more harsh than the former. Not recommended for sensitive teeth.
3.0,May,2021,negative,Not very good product.it has plastic in it.
3.0,July,2021,positive,Quality is good
3.0,July,2021,positive,Too big for children
1.0,April,2023,negative,It just work as toothpick. Does not clean or whiten your teeth. My teeth were blacken due to this mf toothbrush in two months. Totally Waste of money.
3.0,June,2021,positive,Very hard toothbrush
2.0,October,2022,negative,Brush remove …
2.0,August,2022,neutral,I did not like the bristles not soft
3.0,June,2021,positive,Good product but expensive.
1.0,July,2022,positive,
3.0,June,2021,positive,Ok
3.0,May,2021,positive,Great
2.0,August,2022,neutral,Please don’t buy
1.0,March,2023,negative,Didn't get one of the items (Colgate Tooth brush pack of 3) in this package
2.0,August,2021,negative,"This item is not for kids, even though the search result for kids' toothbrush shows this brush.I guess, it is too big even for adult too."
2.0,February,2021,positive,
1.0,August,2022,neutral,Certainly not for kids. And the shape is uncomfortable to use in the inner reaches of the teeth
1.0,October,2022,positive,
2.0,March,2021,negative,Not worth it
1.0,January,2021,negative,"This toothbrush has so sharp bristles that they literally prick your gums and lead to bleeding everytime you brush your teeth. I never had sensitive teeth or gums but this actually make tears in my gums. Not at all recommended, for people with weak gums not at all."
2.0,July,2021,negative,Not good
1.0,July,2022,negative,"It came  wet,I had to remove  wash  n keep,"
1.0,March,2022,negative,"Why there is restriction ? One cannot purchase more than one pack at a time! This is ridiculous..Are you selling life saving rarest on earth ,impoted quality toothbrushes ?"
1.0,June,2022,positive,Quality wise it's good but I need return or refund.. damage in transit..
2.0,June,2021,negative,No Durability
1.0,February,2023,positive,Low quality 😞
1.0,September,2021,negative,Pic shown is different and what gets delivered is the slim type brush which is thinner and larger than shown in pic
1.0,January,2022,negative,After my dentist suggest me to switch to ultra soft gentle brush i purchased this instead of ORAL B. But this brush is not at all soft.
1.0,August,2021,negative,By mistake I bought this item... But they did not return or replace the item... I need brush for my baby.
1.0,October,2021,negative,Soft bristles but with a very big mouth and don’t clean so well
1.0,August,2022,positive,Ghatiya
1.0,June,2021,negative,"Head us too big, which is not reaching the wisdom teeth....Plz don't buy this.... total waste..."
1.0,October,2022,neutral,Nothing is soft
1.0,December,2021,negative,"Was expected to be soft bristles, but they are medium and cutting the gums."
1.0,June,2021,negative,Just received the product but this is damaged and I am not able to return due to return policy. Disappointing
1.0,May,2021,negative,Very soft. Not worth buying. It's for infants who have just got milk tooths
1.0,April,2022,negative,நாக்கு சுத்தம் செய்ய பின்பகுதியில் இலலை
1.0,December,2021,negative,It's too soft
1.0,March,2022,negative,Not good for adults
1.0,February,2021,negative,Too soft. Cannot wash the tooth cleanly. Price also high. Don't buy.
1.0,September,2021,negative,Very bad product and quality
1.0,September,2021,positive,Too wide for tooth.
1.0,May,2021,neutral,"Too hard, did not found anything gentle."
