Stars,Month,Year,Sentiment_label,Review_text
3.0,July,2016,positive,Good enough. Not as strong as listerine.It says no alcohol or whatever.But does the job like it should. Taste is quite ok too.
3.0,October,2016,negative,"No doubt its a great product, but if you love the taste of listerine or other 'alcohol based' mouthwash, you might not like it"
3.0,December,2018,negative,Didn't see any benefit
2.0,September,2019,negative,It is not effective as expected. It's longetivity is very bad it doesn't last for atleast few hours.
2.0,April,2021,positive,Nil
2.0,October,2020,neutral,Normal
3.0,September,2018,positive,Good product but no work
2.0,August,2020,neutral,Normal
3.0,November,2018,positive,It's okay ..
1.0,June,2022,neutral,Not long lasting. 2hours max. Don't buy
2.0,July,2019,positive,"After using it, for hours I feel very unusual sensation in my mouth"
1.0,November,2021,negative,Absolutely worst product. No freshness. Listerine is so much more better.
3.0,October,2017,positive,Has to improve of quality of cleaning teeth grooves
3.0,July,2016,positive,Fantastic  flavour gives you long lasting fresh breath. Non alcoholic  protects teeth decay and cavities.
1.0,November,2021,negative,The sodium floride is in high quantity. It will harm your teeth. Do not buy this.
3.0,August,2017,positive,Tastes & Smells great. Just that its not anti-bacterial.
3.0,July,2017,positive,Product is very nice but delivery was too slow.
3.0,June,2018,positive,Some what ok
1.0,July,2021,neutral,It is duplicate there is no mrp Mf and exp.date printed on it
1.0,April,2021,negative,I totally disliked it. Because they delivered pizza sauce instead of mouth wash. Really disappointed.
2.0,April,2019,negative,I didn’t like this as compared to listrene.
1.0,November,2020,negative,I Don't like it's flavour.. At least it's not peppermint.. Seems like you are putting alcohol in your mouth..
2.0,July,2019,neutral,Kuch khas nahi tha
1.0,June,2020,positive,
1.0,May,2022,positive,Avoid using it.
2.0,May,2017,negative,Nasty aftertaste that absolutely refuses to leave. Colgate doesn't sting the way Listerine does. But I'd take Listerine over this any day. This is a product review.I'd give it 1 star were it not for Amazon's fabulous delivery.
