Stars,Month,Year,Sentiment_label,Review_text
2.0,January,2019,negative,"Contains Alcohol and other strong chemicals(see attached images of ingredients) and hence not recommended. Might prove harmful rather than good for your mouth. See attached images for list of ingredients and precautions (not to swollen) Would rather recommend Colgate Plax non alcoholic mouth wash. Also found that MRP was manipulated, same month manufactured Listerine was locally available on which MRP mentioned was 109/-, but in these MRP mentioned is 125. So in a way buy 2 get 1 offer is little confusing as for 3rd bottle they are already including some cost of it. Anyway would recommend rather to buy and try a small bottle for local market, then if suits you, you can go for such 2+1 offers."
3.0,March,2021,positive,"It is good but too strong and mouth start burning due to alcohol, if you are ok with alcohol then go for it otherwise use Colgate mouthwash for non alcoholic mouthwash"
2.0,October,2017,negative,"I had been to my dentist recently and when he came to know that my family uses listerine he asked us to stop and use normal saline water (warer+salt) if need be. He said though there’s a hype surrounding it, it does more harm than good. It also kills good bacteria, along with the bad ones.And it’s a big no for kids. So I canceled my prime subscription.I would suggest that you consult your doctor. Every body is different and need different treatments. So if your doctor has no apprehension you can very well use it.Now I don’t know what star rating to give 🤔.—————————————This was my previous reviewIt’s a very good mouth wash, I have used other brands but I prefer listerine. I have used both the green and the blue. I feel blue to be better in terms of freshness and smell(it’s my take).Even my kids use it after their daily routine but  half cap and diluted.Give it a try. You would feel and stay fresh."
3.0,August,2021,negative,Using same product from outside since an year. This one feels diluted. Flavor still intact but the less freshness feeling.
3.0,September,2021,positive,"It's good for cleaning mouth but if you have gastric problem, better not go for it."
3.0,March,2022,neutral,Personally I like the non alcoholic ones.
3.0,March,2018,negative,"If you use this product without diluting it with water, it will cause a burning sensation in your mouth and you wouldn't be able to keep gargle as much as you would want to.  If you dilute it with water, it kind of loses its effectiveness. Although this sensation aspect is a little subjective but frankly this product didn't suit me. There  are better non-burning solutions in the market such as colgate plax that are equally effective. I would recommend going for those."
3.0,April,2018,negative,"Seller: CloudtailPrinted MRP: Rs. 115/- per 250ml bottlePurchased for: Rs. 213/- (for three 250ml bottles)Mfg. Date: 11/17Exp. Date: 10/20Made in: Bangalore, INI got this because of tooth decay & cavities. Have been using for just a fortnight now. One of the visible effect after using for first few days was reduced gum pain. Will switch over to another variant suitable for cavities after this."
3.0,June,2021,negative,The flavour is not very goodFeel a strong burning sensation in the mouth for a minute
3.0,January,2022,positive,Good
3.0,September,2020,negative,Good deal price but I personally prefer the LISTERENE ORIGINAL flavour as it gives the real feel of using a mouthwash. The mint flavour has too much of sweetness which I didn't like much!
3.0,August,2021,negative,I liked this product but the longevity it’s not good
2.0,June,2022,positive,I have been using Listerine mouth wash for years. thought i was getting a good deal here but the product seems a bit off. It tastes different.
3.0,January,2021,positive,"I preferred the original. I will buy that the next time. Also, this 500 ml bottle is too big for normal bathroom use."
3.0,May,2021,neutral,I don't no what extend it wil clean but when ever we use eyes get watery😭
3.0,January,2020,negative,"Order was placed for two packs of 500ml Listerine, each pack containing two 500ml bottles. But the delivered package contained one pack of two 500ml bottles and the other pack had only two 250ml bottles. Atrocious!!!"
3.0,June,2021,neutral,Not difference before use and after use
3.0,July,2021,neutral,Don't use it anymore
3.0,October,2020,negative,The product is now not effective as it was before they have really diluted the strongness of the product than before
2.0,November,2022,negative,waste.
3.0,March,2021,positive,It's too sweet and I feel like rinsing my mouth afterwards.
3.0,March,2021,negative,Burning sensation while gargle because it contains alcohol and menthol..
1.0,June,2023,negative,My FIL used it but his mought got hurt due to this product
3.0,June,2021,negative,Quality didn't meet my expectation.
3.0,July,2021,positive,Good
3.0,July,2021,positive,Good
3.0,June,2021,positive,"Good product,delivered fast"
3.0,October,2019,positive,last i bought the big pack.that was great .bt these bottle are not same in drinking taste.bt its ok not .just a little difference.
3.0,July,2021,positive,Good
3.0,July,2020,negative,Wish it didnt had alcohol. Also I wish it turned my teeth white.
1.0,June,2023,negative,"Not good, don’t purchase"
3.0,May,2021,negative,Very bad
3.0,April,2021,positive,Good
3.0,September,2020,negative,We should prefer to buy single one..these offer products are money saving but not best
3.0,August,2020,positive,Too expensive and small quantity for daily use.
3.0,February,2020,negative,Flavour is not good. When We Start To Use It It Becomes Habbit.
3.0,September,2020,positive,It’s nice as per amount
3.0,November,2020,positive,everything is good.but it is bad for your health.
3.0,January,2020,positive,It feels very potent effervescent and strong I guess it's good but not sure it kills 99.99% of germs
3.0,July,2020,positive,Much stronger  that other brands
2.0,October,2021,positive,"The mouthwash has an extremely sweet taste and if it is used when not diluted with water , it kind of burns the tongue with a strong flavor"
1.0,March,2023,positive,I ordered and paid for three but received only one
2.0,January,2022,negative,okay okay.. not good that as expected.
3.0,March,2020,negative,go for colgate if u want mild taste
3.0,December,2017,negative,"I don’t like it, it burns for 30 sec when it’s in my mouth, if you daily use you will get habituated  and the taste of this product is average. What I like about it is. It gives refreshing affect inside my mouth for few hours."
3.0,January,2021,positive,Like
2.0,December,2021,negative,I dislike it. It cuts the tongue and whole mouth.
3.0,October,2019,negative,Too stingy and I don't think you should use it without diluting it
3.0,July,2020,negative,It irritates a lot
2.0,February,2021,negative,I used the original flavour before and it does not develop so much froth while gargling. The flavour of this one is ok but why so much shampoo effect while gargling? It doesn’t help as things pour out due to extra foaming effect. Too much sorbitol :(
3.0,August,2019,negative,It tastes more diluted than what you’d get from a shop
2.0,August,2021,negative,It burns in my mouth special on my taste buds i don't know is it normal or this product causing damage to my toung
3.0,August,2019,positive,I don't like this Flavor but very strong value for the money
3.0,February,2019,positive,The after-use feeling is good. I haven't seen any long term difference though. I wonder if it's needed at all.
3.0,May,2019,positive,Its good but Original mouthwash of Lister is way more better then this....
1.0,December,2020,positive,"The listerine we purchased from amazon, was not having strong cleaning power, during gargle. we have been using yellow bottle and this yellow bottle has very powerful cleaning power and flavor as well longevity. I usually bought from medical stores, but the blue bottle I purchased from amazon was not satisfactory and therefor I will never buy it again from amazon, other things I bought I am very happy with the same."
3.0,August,2018,positive,It's is really good but it is not soothing me I guess because I am getting mouth ulcers by using it  it's really hard .
3.0,September,2020,positive,About OK Product
2.0,August,2021,negative,Feels like it will damage my teeth. Burning sensation after using this product
3.0,August,2020,positive,Strong fresh flavor
3.0,June,2020,positive,Average
3.0,June,2018,neutral,"Do not buy if you use ceramic braces, as per doctors advise we should not use mouthwash as it make ceramic braces to change color"
2.0,May,2020,positive,I received product manufacturing date 09/2019 and expiring in 08/2020.It is requested to replace the bottle with new packing. I want to return back and tell me when the replacement will be done.RegardsGajendra singh8349301251
2.0,September,2021,negative,Burns the mouth then makes it smell worse
3.0,July,2018,positive,When I started to using this. It was really strong after 3weeks it's not like the same strong
2.0,April,2021,neutral,"It was not sealed, I doubt if it is original or not."
2.0,September,2021,negative,One of the 3 bottles was leaking
3.0,September,2020,positive,Like
