Stars,Month,Year,Sentiment_label,Review_text
1.0,July,2023,positive,"Received old product whose expiry date is within 3 months, order description was showing expiry 2025.Return request initiated but Amazon team need to take care such things."
1.0,May,2023,negative,"This is one of the worst toothpaste that I've ever used- It makes your mouth extremely dry which can cause other issues- in my case, that extreme dryness lead to throat pain for weeks- the taste lingers in your mouth for like the entire day. You won't be able to enjoy the taste of food during that timeI would rather stick to my modern day toothpaste instead of this"
3.0,May,2022,positive,Ok
1.0,September,2023,positive,Achchi Nehi hai
3.0,May,2022,positive,Nice
1.0,August,2023,negative,The taste is horrible 🤢
3.0,September,2020,negative,"I got toothpaste 200gm *4, but none of them were sealed as a new and fresh product should. It seems either it is a fake product or a used product. Cannot prefer to buy it next time."
1.0,September,2023,negative,Dislike
1.0,June,2023,negative,"I saw expiry date was 2025. That's y I bought a pack. And when it was delivered, the expiry date was Jan 2024. Disappointed."
1.0,August,2023,negative,Very bad test.
3.0,March,2022,positive,Good
3.0,October,2020,negative,"Whole the product is good, it came in a very bad condition. The toothpaste boxes were torn and damaged. I am sure it was already damaged and not done during transit."
1.0,September,2023,positive,
3.0,March,2022,positive,Good product at reasonable prices
3.0,October,2020,negative,"Quantity is confusing..I got 8 pieces of toothpaste which will take more than a year to complete. Cost was around ₹580, but in the user page displayed cost was around ₹150"
3.0,October,2021,negative,Not the best deal.
3.0,May,2020,positive,Delivered today. The upper packing was good. But the cartoon packet of the product itself was opened from one side.. Worst packing.About flavour & taste I will mention after use
1.0,July,2023,negative,Taste of paste is very bad
1.0,August,2023,negative,Taste not good
1.0,July,2023,positive,500 gm received today... expiry 10/23.Dont buy it...
3.0,February,2020,positive,I used dabur lal for a very long time and so i thought to give this a try. Its a good toothpaste with natural ingredients but the freshness does not last long so switched back to dabur.
1.0,August,2023,negative,Very bad quality and test
3.0,July,2021,positive,Good but price is same as available inmarket
3.0,July,2021,positive,"Package got opened, please dnt break ur trust"
1.0,July,2023,negative,Quality very bad
3.0,July,2021,positive,"it is not harming, but benefiting is also a question...."
3.0,August,2020,positive,"Flavour of toothpaste is a little bit strange. At first you may not like its flavour. But when you get used to it, it is good."
3.0,May,2021,negative,The box was smelling and the paste was leaked
3.0,October,2019,negative,"Cheating us not only by enticing to buy bulk, but the paste opening is so wide that we use paste faster than  smaller toothpaste, clearly outsmarting the customer"
1.0,July,2023,positive,..
3.0,August,2021,neutral,No interest
3.0,October,2020,positive,Dabur product is very good always but डाबर मिस्वाक is not good then Colgate and Pepsodent so ok
3.0,April,2020,negative,Recieved in a crumpled carton.The toothpaste tubes don't have any seal (maybe its prepared that way by the manufacturer).
3.0,May,2020,negative,"The packet found in open condition, when open after delivery,Both the seal of package found tampered"
3.0,April,2021,negative,the flavor is not good...
3.0,May,2020,negative,Very bad handling of package by Amazon as seen for last three days.
1.0,June,2023,positive,Bakwas clean nhi karta
3.0,March,2020,positive,Value for money but generate little quite less foam than other paste.
3.0,August,2020,positive,Flavour is good retes or yavarege
3.0,April,2020,positive,First purchase is good. But 2nd give me Duplicate Paste.
3.0,September,2020,positive,Very sweet this product but not badBut good
1.0,April,2023,neutral,It's not ayurveda. It is full of chemicals. Don't mislead people.
3.0,April,2019,neutral,When i received this product sealed is open i ordered more than two times but sealed is opened i don't know what will do
1.0,April,2023,negative,Received open pack.What a worst service for prime member.
3.0,February,2021,positive,Ok
3.0,January,2020,positive,Nice freshness and also flavor is good.... Also not wasting money...
1.0,February,2023,positive,Product cover seal was opened both sides And the toothpastes were outside the package
1.0,May,2023,neutral,Not as expected
1.0,April,2023,negative,Main product packet seal broken.
3.0,February,2020,positive,It's really good  in freshness
3.0,December,2018,negative,Poor packaging in a plastic bag. Tubes had come out from the boxes breaking the seal.
3.0,July,2018,negative,"Even though the items were delivered on time, the package was torn (not due to wear and tear), the actual product box was tampered, seal broken."
3.0,October,2020,positive,Good product
3.0,October,2019,positive,I received this product with seal open box
2.0,December,2021,negative,Causes sensitive tooth
2.0,July,2020,positive,"hi amazon please use water proof packaging material , i received wet package but after open inside product also in wet condition so for packaging material i lake to give to zero out of 5"
3.0,December,2019,positive,It's good product and price is super .
2.0,August,2020,neutral,"This isn't an Ayurvedic toothpaste, the Meswak is just one of the constituents; the others are the standard chemicals. (It does list out the chemicals on the Amazon webpage, so caveat emptor.)"
2.0,February,2021,neutral,"Did not get brush along, received open package and Amazon too don't revert on this.. Well don't like the product as well..not refreshing in flavour..but good for the teeth"
