Stars,Month,Year,Sentiment_label,Review_text
1.0,October,2023,negative,Kid’s toothbrush. Take oral b instead! This one is just cute lightweight! Not to clean mouth. Handle vibration is more than the brush.
1.0,September,2023,negative,NO USE ! Absolutely WASTE of money! Not an electric brush it just vibrates a little. Highly DISAPPOINTED . Would NOT recommend.Also its for KIDS not adults unlike what it says on amazon
1.0,October,2023,neutral,It's a toy. Not a brush. Don't waste money.
1.0,April,2022,positive,"THIS IS NON-RETURNABLE PRODUCT –How come an electric item can be non-returnable. Beware before you make any purchase decision.......NO ELECTRIC TOOTHBRUSH EXPERIENCE -I have used an electric toothbrush earlier and bought this product because of it's sleek design. But disappointed with the product after receiving it. this toothbrush doesn’t give you a feel of an electric toothbrush, no rotating bristles, no pressure sensor, no different bristles then normal toothbrush. It’s just a vibrator having normal bristles on top of it, that vibrates when you brush your teeth. no different experience then brushing your teeth with normal toothbrush.NO VALUE FOR MONEY -If you are first time buying an electric toothbrush then buy this one without having any expectations. It is good to showoff but other than its design I don’t see any value in this product."
1.0,October,2023,neutral,The handle vibrates but the bristles doesn't. I have used few other electric Toothbrush but this doesn't serve the purpose at all.
1.0,October,2023,negative,Stopped working in 3 days. No return policy and no after sale service. Waste of money!!
1.0,August,2023,negative,The stocks are really poor. Doesn’t even feelLike it’s an electric toothbrush. Always better to go for a well know brand than trusting any start up who just imports products from China.
3.0,April,2022,negative,Brush is not good for adult its have soft vessel's feel like kids brush vessel
1.0,April,2023,negative,"The quality is so bad, the battery gets drained in 2 days. I have changed the batteries 4 times but after 2 days it just stops working. There is some issue with the toothbrush. It is better to buy food quality known brands than this new one which has got fame just because of coming to a Tv show. Much much better toothbrushes out there than this"
3.0,April,2022,negative,use and throwperfora lavender and yellow DO NOT have brushhead
3.0,August,2022,positive,Good
1.0,January,2023,negative,I had high expectations from using their toothpaste and mouthwash and all that marketing BS.I have been using electric toothbrush from years and used brands like oral b and Agora.This brush vibration is so low. It's feel like using a regular brush. I want to throw it but since I have paid money I am going to use it for atleast a month or two before its going to turn into an e-waste. Probably going to buy oral b electric toothbrush. Not going to take chances on another new startup which are all marketing and no substance.
1.0,October,2023,negative,Brush head is not moving. Is it same with everyone??
1.0,August,2023,negative,I could use it only for 4 months after which it stopped working. Not happy with the quality
1.0,September,2023,negative,This brush have got no power to clean your teeth it's very very poor in cleaning
1.0,October,2023,neutral,I doesn't clean teeth much
1.0,August,2023,negative,Its stops working i dont know why i have changed the batteries i dont recommend this to anyone. Not happy with this product
2.0,October,2022,negative,The toothbrush only vibrates which is useless considering it does nothing much to clean plaque off teeth.Not worth it.
1.0,May,2023,negative,Bought it as recommended by someone but I really do not understand the purpose of vibration when it doesn’t help in cleaning of teeth. Better to buy Oral-B at price lesser than this and rotating and moving bristles work so well. Not recommended at all.
1.0,April,2023,negative,"Anybody who have used an electronic toothbrush would easily vouch that this is ablsalute crap. Just vibrates ,nothing else.. also the product stopped working and no information on how to claim warranty. Emailed, messaged and no response at all.Stay away and buy from established companies."
1.0,May,2023,positive,
1.0,August,2023,negative,Does not work...and non returnable item...wastage of money dont buy...
1.0,May,2023,positive,
1.0,July,2023,negative,It's only for kids..  no after sale service.. poor quality
1.0,June,2023,negative,Very poor quality toothbrush..Brissels dont vibrate at all..Waste of money..And i cant return it even..
1.0,April,2023,negative,"I have been using electric toothbrush but tried this seeing their ads , it’s horrible the bristle starts wearing away jus after 2 brushesThe vibration on the brush head is not like an oral b . It’s v mildPathetic product"
1.0,July,2023,negative,But the batteries in but the product did not work
1.0,June,2023,neutral,Vibrations are very light . It's okay product not huge difference between 'desi' brush & this electric.meri tarah kisiko paisa barbad karna ho toh khareed lena😁
1.0,July,2023,negative,It’s not effective as shown in add
1.0,April,2023,neutral,"Don't buy, it's just a sound. Manual is much better than this. The vibrator position should be moved close to brush head for real productivity."
1.0,October,2022,negative,The toothbrush is utter waste of money. Its just a gimmick. A fancy looking toothbrush. The vibration motor is really bad. The vibration is so light you cannot even feel it in your mouth. There are many other brands you can find which are much better. Not recommend to buy such product.
1.0,June,2022,negative,"This is just a vibrator and not an electric toothbrush. Please buy from bigger and well known brands than this one. I bought it to support small companies and hoping they put lot of effort in getting things right, but this one ended with me being cheated. On top of this, how can an electronic item be non-refundable ?"
1.0,April,2023,negative,The toothbrush doesn’t work effectively. It’s far inferior to leading electric toothbrush brands like Oral B. Avoid wasting money on this.
2.0,July,2022,negative,The vibration is very low it's not for brushing
1.0,April,2023,positive,brush ke brissles vibrate NAHI hote only handles vibrateWASTE OF MONEY
1.0,May,2022,positive,"Perfora toothbrush build quality, battery backup and waterproofing is really good. Just bought this to experience the sonic electric toothbrush. Sonic tech just feels like a hyped marketing scam. Does not clean properly, normal toothbrush performs better. Happy that I had to spend 699 to realise this instead of spending more than 1000s for other brands."
2.0,September,2022,neutral,No satisfied
1.0,May,2023,negative,THere was no battery provided in the brush. So not happy with it.
1.0,November,2022,positive,
1.0,April,2023,negative,This electric brush has very low vibration strength although its vibration frequency is more than regular electric toothbrushes.
1.0,March,2023,negative,Bakwas chiz banai he wo bhi itni mahangiBrush head not moving around but viberate only like a stupid thing in your mouthDisappointed
3.0,September,2023,positive,Good product at this price. Clean teeth effectively .very light weight. long lasting Battery. aesthetic design and Worth the money
1.0,February,2023,negative,"A very mediocre toothbrush, definitely isn’t worth it. I’d strongly recommend either Oral B or Philips Sonicare instead. There’s plenty of scientific research to back the effectiveness of these brands."
1.0,February,2023,negative,Complete waste of money. This brush does nothing except shivering a bit. It is advised that people only buy circular brush which rotates instead of straight/ regular brush
3.0,September,2023,positive,It creates a lot of froth and does the job well. I will edit the review later for more. Thank you
1.0,March,2023,positive,It looks good but the bristles don't move at all...only vibrating tool....gimmick product...u have to use it like normal brush only
3.0,September,2023,positive,Small bezzels feels good in mouthExtremely handy unlike other electric toothbrushes which are so big in sizeOver-all a good product
1.0,August,2022,negative,Absolutely low quality. Only vibrates at such low speed. Lol it's a toy or what. Truly very very bad purchase. Cannot even exchange now. Dont buy. You will waste full amt.
